"ID";"zh"
"Diplomacy.Accept.AskForLoan.Strong";"借這筆錢給{plr_kingdom}對我們來說不是什麼大事。不過你可別想著賴賬不還。"
"Diplomacy.Accept.AskForLoan.Strong#2";"你確定{offer.arg0}{gold_icon}就夠了嗎？你可以把它拿去，不過要按時還給我們。"
"Diplomacy.Accept.AskForLoan.Strong#3";"我們這次會幫你，{plr_kingdom.king}，不過我們可有點後悔先前的聯姻了……"
"Diplomacy.Accept.AskForLoan.Weak";"好的，{plr_kingdom}，我們會借你這筆錢，不過如果你沒法按時還上，我們可就麻煩了！我們非常需要你按時還款。"
"Diplomacy.Accept.AskForLoan.Weak#2";"{plr_kingdom}找{kingdom}要錢？我們會借你這個數的，沒問題。希望這樣能幫到你。"
"Diplomacy.Accept.AskForLoan.Weak#3";"當然了，我們是一家人，{plr_kingdom.king}。我們會幫你。"
"Diplomacy.Accept.DemandReleasePrisoners.Neutral";"我們會釋放你們王國的囚犯，作為好意的表示。希望這個善意的行為不會被{plr_kingdom}的人民忘記。"
"Diplomacy.Accept.DemandReleasePrisoners.Neutral#2";"我們會讓你的人回去。{kingdom}是一個開化的王國：我們不會一直囚禁外邦貴族，除非我們不得不這樣。"
"Diplomacy.Accept.DemandReleasePrisoners.Strong";"你的騎士們可以自由地回到{plr_kingdom}，雖然我們本該把他們處死。請銘記我們的仁慈和善良！"
"Diplomacy.Accept.DemandReleasePrisoners.Strong#2";"這些囚犯在我們的監牢里嗎？噢，確實是的。好的，我們會馬上把他們放了。{plr_kingdom}應該找個合適的方式向我們表達感激和尊重。"
"Diplomacy.Accept.DemandReleasePrisoners.Strong#3";"這些囚犯可以回到{plr_kingdom}，但記住以後別再惹怒我們。"
"Diplomacy.Accept.DemandReleasePrisoners.Weak";"我們本來就準備釋放這些人。這些囚犯已經自由了。"
"Diplomacy.Accept.DemandReleasePrisoners.Weak#2";"我們同意釋放你的囚犯。希望你能領會我們的善意，但願今後我們雙方的王國不會再次陷入這般難堪的境地！"
"Diplomacy.Accept.HelpWithRebels.Neutral";"我們會幫你對付這些叛軍，{plr_kingdom}。"
"Diplomacy.Accept.HelpWithRebels.Neutral#2";"我們會幫你處理那些該死的人渣。"
"Diplomacy.Accept.HelpWithRebels.Neutral#3";"我們的軍隊會馬上出發，不過希望你以後能管好自己的人民，{plr_kingdom.king}。"
"Diplomacy.Accept.AskForCrusade.Neutral";"沒問題，我們的士兵一定會在{offer.arg0:s}的罪惡土地上傾斜自己神聖的怒火。上帝會保佑我們的軍隊！"
"Diplomacy.Accept.AskForCrusade.Neutral#2";"沒問題。按照上帝的旨意，讓我們的聯軍前去懲罰這些異教徒吧！"
"Diplomacy.Accept.AskForCrusade.Neutral#3";"好的，趕快出兵去懲罰那些罪人吧！"
"Diplomacy.Accept.AskForCrusade.Neutral#4";"來一場十字軍東征。藉助上帝的保佑，我們的軍隊一定能順利完成神聖的目標！"
"Diplomacy.Accept.AskForExcommunication.Neutral";"是的，他們確實都是罪人！詛咒他們！"
"Diplomacy.Accept.AskForExcommunication.Neutral#2";"這些異教徒早就是羅馬教廷的眼中釘了。我們應該把他們逐出教會！"
"Diplomacy.Accept.AskForExcommunication.Neutral#3";"他們將遭受滅頂之災，因為自己不服從教義。他們必須受到懲罰，乖乖懺悔！"
"Diplomacy.Accept.AskForPrisonerRansom.Neutral";"行吧，就這樣。拿走你要的錢，不過可別傷害我們的人！"
"Diplomacy.Accept.AskForPrisonerRansom.Neutral#2";"和我們貴族的自由比起來，這筆贖金似乎價錢合適。我們同意！"
"Diplomacy.Accept.AskForPrisonerRansom.Neutral#3";"你很貪婪，{plr_kingdom.king}，不過我們願意付錢來讓{offer.arg0}離開你野蠻的雙手！"
"Diplomacy.Accept.AskForPrisonerRansom.Neutral#4";"雖然代價很高，但{kingdom}從來不拋棄自己的人民。你可以拿到這筆錢。"
"Diplomacy.Accept.AskForPrisonerRansom.Neutral#5";"謝謝你的提議，我們接受！我們擔心可怕的事情已經落到了{offer.arg0}頭上。"
"Diplomacy.Accept.OfferRansomPrisoner.Neutral";"很好，我們會把他放了。"
"Diplomacy.Accept.OfferRansomPrisoner.Neutral#2";"{offer.arg0}會重獲自由。你給的錢比他本人有用多了。"
"Diplomacy.Accept.OfferRansomPrisoner.Neutral#3";"我們同意。這個「公主」成天的哀嚎和呻吟都快讓我們發狂了。"
"Diplomacy.Accept.OfferRansomPrisoner.Neutral#4";"行吧，這條狗會回到{plr_kingdom}的。不過他得知道，如果他再敢靠近{kingdom}，他會被關在牢里。"
"Diplomacy.Accept.OfferRansomPrisoner.Neutral#5";"明智的選擇！{offer.arg0}確實非常脆弱。我們都不知道他還能再撐多久。"
"Diplomacy.Accept.OfferSupportInWar.Neutral";"你的幫助對我們非常重要，{plr_kingdom}。讓{offer.target}瞧瞧我們的軍隊有多強大！"
"Diplomacy.Accept.OfferSupportInWar.Neutral#2";"如果你樂意為我們在戰爭中提供幫助，那就來吧！碾碎{offer.target:s}的那些可憐的部隊將會更加輕鬆。"
"Diplomacy.Accept.OfferSupportInWar.Neutral#3";"我們當然樂意你與我們並肩作戰。讓我們擊潰那惹人嫌的{offer.target:ians}吧！"
"Diplomacy.Accept.DemandSupportInWar.Neutral";"{kingdom:s}的軍隊聽候你差遣，{plr_kingdom.king}。我們已經做好了進攻{offer.target}的準備！"
"Diplomacy.Accept.DemandSupportInWar.Neutral#2";"我們會支援你的，{plr_kingdom.king}。{offer.target}會被我們的聯軍擊碎！"
"Diplomacy.Accept.DemandSupportInWar.Neutral#3";"滿足你的要求是我們的榮耀，所以我們會與你齊心協力對抗{offer.target}。開戰吧！"
"Diplomacy.Accept.OfferJoinInDefensivePact.Neutral";"如果戰爭爆發，你的軍隊確實會很有用處。我們歡迎你加入對抗{offer.arg.target}的防衛協定。"
"Diplomacy.Accept.DemandJoinInDefensivePact.Neutral";"看起來你需要我們的幫助。行吧，我們會加入你對付{offer.arg.target}的防衛協定，並且隨時做好戰爭準備。"
"Diplomacy.Accept.DemandJoinInOffensivePact.Neutral";"一想到要入侵{offer.arg.target}，我們就非常興奮。把我們當成你的盟友吧！"
"Diplomacy.Accept.DemandJoinInOffensivePact.Neutral#2";"這是一個很棒的計劃，{plr_kingdom.king}。你可以把我們的軍隊算在內，我們會一起對付{offer.arg.target}！"
"Diplomacy.Accept.DemandJoinInOffensivePact.Neutral#3";"這非常值得。就這樣吧：把我們算進你的入侵計劃，讓{offer.arg.target}在我們的旗幟下傾覆！"
"Diplomacy.Accept.PrincessClaimInheritance.Neutral";"沒錯，{offer.arg0}佔領著那些地盤，你就把{offer.arg1}劃歸你的王國所有吧。"
"Diplomacy.Accept.PrincessClaimInheritance.Neutral#2";"我們很樂意讓你統治{offer.arg1}，它們確實是{offer.arg0}的領土，她是我們老國王最鍾愛的女兒。"
"Diplomacy.Accept.PrincessClaimInheritance.Neutral#3";"這個要求有點出人意料，不過爲了我們同{plr_kingdom}之間的關係，我們還是會同意。"
"Diplomacy.Accept.PrincessClaimInheritance.Neutral#4";"雖然對這些土地的繼承權歸屬有所爭議，不過我們會將裁斷權交給你，因為我們重視同{plr_kingdom}之間的友誼。"
"Diplomacy.Accept.ClaimIndependence.Neutral";"很好，{plr_kingdom.king}。你是我們麾下的一個忠誠的附屬國，所以我會滿足你的願望。希望我們的王國可以在接下來的日子裡繼續保持友誼。"
"Diplomacy.Accept.ClaimIndependence.Neutral#2";"你是覺得自己足夠強大了嗎，{plr_kingdom.king}？我們不會跟你作對，不過你最好清楚自己犯了一個錯誤。"
"Diplomacy.Accept.ClaimIndependence.Neutral#3";"你覺得{plr_kingdom}獨立出來會更好嗎？那就這樣吧，不過下次你遇到麻煩了可別再來求我們幫助。"
"Diplomacy.Accept.ClaimIndependence.Neutral#4";"這是一個巨大的外交錯誤，不過我還是會準許你的請求。如果你覺得自己有能力，那就自己去當國王吧，不過我敢保證你馬上就會回來求我幫忙和提建議了。"
"Diplomacy.Accept.ClaimIndependence.Neutral#5";"老實說，我們從你這裡要求的並不多。那就按你想要的來吧。你自由了，不過別忘了這些年我們給你提供的保護，也要記得，對於{plr_kingdom}來說沒有比{kingdom}更好的朋友了。"
"Diplomacy.Accept.IndependenceWarOffer.Neutral";"這是一個外交錯誤，不過我會暫時嘗試著安撫自己的人民。"
"Diplomacy.Accept.IndependenceWarOffer.Neutral#2";"好的，大人，我會盡力遵從你的要求。但你得知道我的貴族們不會同意。"
"Diplomacy.Accept.IndependenceWarOffer.Neutral#3";"恕我直言，這真是個愚蠢的決策。我現在不會有所行動。不過你要想清楚，否則我們早晚會在戰場上相見。"
"Diplomacy.Decline.Neutral";"我們不得不拒絕。"
"Diplomacy.Decline.Strong";"完全無法接受！滾出我的視線。"
"Diplomacy.Decline.Weak";"很抱歉，我們不得不拒絕你的請求。"
"Diplomacy.Decline.Peace.Neutral";"不行，我們之間的戰鬥還沒有結束！"
"Diplomacy.Decline.Peace.Neutral#2";"不行，我們和{plr_kingdom}之間還沒完。"
"Diplomacy.Decline.Peace.Neutral#3";"我們當然希望兩國能締結和平，不過你得更賣力地乞求，{plr_kingdom.king}。"
"Diplomacy.Decline.Peace.Neutral#4";"你想來一場和平談話？你這個蠢蛋，我派去{plr_kingdom}的外交官向來只會扛著紅旗和死亡。"
"Diplomacy.Decline.Peace.Strong";"為什麼我們要同意與你那可憐的王國締結和平呢，{plr_kingdom.king}？"
"Diplomacy.Decline.Peace.Strong#2";"沒門！我們會把你徹底摧毀！"
"Diplomacy.Decline.Peace.Strong#3";"你還指望我們可憐你嗎？想想別的吧，{plr_kingdom.king}。"
"Diplomacy.Decline.Peace.Strong#4";"現在只有徹底投降才能挽救{plr_kingdom}！"
"Diplomacy.Decline.Peace.Strong#5";"既然我們能把你徹底擊潰，為什麼還要選擇饒恕你呢？"
"Diplomacy.Decline.Peace.Weak";"對我們而言，這場戰爭只能以徹底的勝利或失敗來宣告結束。"
"Diplomacy.Decline.Peace.Weak#2";"如果你想與{kingdom}締結和平，那就證明自己配得上吧！"
"Diplomacy.Decline.Peace.Weak#3";"想要和平，你就得先向我們屈服。"
"Diplomacy.Decline.PeaceOfferred.Neutral";"你覺得我們會無條件饒恕你嗎？"
"Diplomacy.Decline.PeaceOfferred.Neutral#2";"哈！你真的這樣想？這就是你的提議？回你的{plr_kingdom}吧，{plr_kingdom.king}。等我們的軍隊攻打進你的宮殿，我們就會再見面了！"
"Diplomacy.Decline.PeaceOfferred.Neutral#3";"不夠。如果你不提出更多賠償，我們就不會撤軍，不會原諒你的不服從！"
"Diplomacy.Decline.PeaceOfferred.Neutral#4";"你低估了事態的嚴重性，{plr_kingdom.king}。你有沒有意識到，如果我們拒不簽署和平協議，{plr_kingdom}會面臨什麼？我們需要一個真正的提議！"
"Diplomacy.Decline.PeaceOfferred.Weak";"這是一個有趣的提議，{plr_kingdom.king}。不過你能不能將它換成一個更合理的？"
"Diplomacy.Decline.PeaceOfferred.Weak#2";"這點東西可完全不夠！你別想著它會帶來和平！"
"Diplomacy.Decline.PeaceOfferred.Strong";"如果你再給我們提這種糟糕的提議，那麼別說和平了，連你自己都要成為階下囚，{plr_kingdom.king}！"
"Diplomacy.Decline.PeaceOfferred.Strong#2";"看起來你對當前的情況一無所知，{plr_kingdom.king}。我們要求的是你徹底投降！"
"Diplomacy.Decline.PeaceOfferred.Strong#3";"不可能的，我們之間不會達成和平。等你的最後一個城堡也陷落了，我們會親手獲得自己想要的。"
"Diplomacy.Decline.PeaceOfferred.Strong#4";"{kingdom}具有至高無上的地位，你必須爲了自由付出更多！"
"Diplomacy.Decline.PeaceDemanded.Neutral";"你的這個提議也太過分了，{plr_kingdom.king}。{kingdom}確實也向往和平，但和平是要有人付出代價的。"
"Diplomacy.Decline.PeaceDemanded.Neutral#2";"我們無法接受條件如此苛刻的和平協議，你所要求的實在太過分了。"
"Diplomacy.Decline.PeaceDemanded.Neutral#3";"做夢！荒謬之極！戰爭將會繼續！"
"Diplomacy.Decline.PeaceDemanded.Neutral#4";"你對自己的談判技巧過於自信了，{plr_kingdom.king}。這份提議實在是太荒唐了。"
"Diplomacy.Decline.PeaceDemanded.Neutral#5";"雖然對於我們兩個王國而言都很可惜，但我們還是拒絕這份提議。"
"Diplomacy.Decline.PeaceDemanded.Strong";"你在開玩笑吧？你以為我們正在你面前屈服嗎？我們寧願繼續作戰，也不會簽署這份和平協議。"
"Diplomacy.Decline.PeaceDemanded.Strong#2";"不，我們不可能屈服！至少不會在{plr_kingdom}這種王國給出的條款下屈服！"
"Diplomacy.Decline.PeaceDemanded.Strong#3";"{plr_kingdom}沒有資格向{kingdom}提出這些要求。"
"Diplomacy.Decline.PeaceDemanded.Strong#4";"你瘋了嗎，{plr_kingdom.king}？怎麼可能有這樣的和平協議！"
"Diplomacy.Decline.PeaceDemanded.Weak";"我們不同意這些條款，{plr_kingdom.king}！我們不得不拒絕。"
"Diplomacy.Decline.PeaceDemanded.Weak#2";"就算我們簽了它，我們的貴族也不會同意，{plr_kingdom.king}。你應該能提出更好的條款吧？"
"Diplomacy.Decline.PeaceDemanded.Weak#3";"{kingdom}的人民不可能接受它。也許和平的時機還沒到。"
"Diplomacy.Decline.PeaceDemanded.Weak#4";"我們承認{plr_kingdom}很強大，但我們不會屈服，不會讓你把我們洗劫一空。你休想用這個換來和平！"
"Diplomacy.Decline.PeaceDemanded.Weak#5";"如果你覺得這都能算得上一份公平的和平協議的話，{plr_kingdom.king}，我們會戰鬥到最後一刻。"
"Diplomacy.Decline.Trade.Neutral";"同{plr_kingdom}的貿易預計會對我們不利。"
"Diplomacy.Decline.Trade.Neutral#2";"眼下我們並不傾向於同{plr_kingdom}簽訂貿易協定。"
"Diplomacy.Decline.Trade.Neutral#3";"如果我們的關係有所改進，那未來也許能夠開闢一條貿易線路，不過現在我們不得不拒絕。"
"Diplomacy.Decline.Trade.Strong";"我們沒有興趣同{plr_kingdom}開展貿易。"
"Diplomacy.Decline.Trade.Strong#2";"也許以後我們可以開展貿易，{plr_kingdom.king}，等到{plr_kingdom}改變自己的立場之後。"
"Diplomacy.Decline.Trade.Strong#3";"我們絕不會和{plr_kingdom}那弱小的{plr_kingdom.king}做生意！"
"Diplomacy.Decline.Trade.Weak";"我們擔心{plr_kingdom}的價格和運輸成本對我們來說太高了。"
"Diplomacy.Decline.Trade.Weak#2";"不好意思，{plr_kingdom.king}，我們眼下有更好的貿易選擇。"
"Diplomacy.Decline.Trade.Weak#3";"當下我們不想依靠來自其他王國的進口商品，而是要專注于發展本國的生產。"
"Diplomacy.Decline.NonAggression.Neutral";"就現在的情況而言，停止對{plr_kingdom}的敵意行為對我們的王國可沒什麼好處。"
"Diplomacy.Decline.NonAggression.Neutral#2";"你必須自行贏得我們的尊敬，{plr_kingdom.king}。你現在還沒有做到這一點。"
"Diplomacy.Decline.NonAggression.Strong";"真令人發笑，「光榮的」{plr_kingdom}王國居然想避免暴力，我們不得不拒絕。"
"Diplomacy.Decline.NonAggression.Strong#2";"好像我們不簽這個就該害怕你似的……我們拒絕。"
"Diplomacy.Decline.NonAggression.Strong#3";"除非你拿出點誠意，不然我們不會考慮這個互不侵犯條約。"
"Diplomacy.Decline.NonAggression.Weak";"雖然我們的王國在軍事力量方面有所欠缺，但我們必須拒絕。"
"Diplomacy.Decline.NonAggression.Weak#2";"你以為我們害怕{plr_kingdom}嗎？再想想吧，{plr_kingdom.king}。"
"Diplomacy.Decline.Alliance.Neutral";"很不幸，現在我們沒時間考慮這個聯盟。"
"Diplomacy.Decline.Alliance.Neutral#2";"哈，等結了盟就要請求我們進攻你的敵人是吧，{plr_kingdom.king}？我們拒絕！"
"Diplomacy.Decline.Alliance.Neutral#3";"我們重視同{plr_kingdom}的友誼，但它還不足以讓我們兩國一起奔赴戰爭。"
"Diplomacy.Decline.Alliance.Strong";"我們一般只同具備軍事實力的王國締結盟友之誼。"
"Diplomacy.Decline.Alliance.Strong#2";"{plr_kingdom}和{kingdom}結盟？還是你來當我們的附屬國吧。考慮一下這個替代選擇吧，{plr_kingdom.king}。"
"Diplomacy.Decline.Alliance.Strong#3";"時機成熟時我們會結盟的，{plr_kingdom.king}。{plr_kingdom}還需要做出許多努力來證明自己對{kingdom}的忠心。"
"Diplomacy.Decline.Alliance.Weak";"我們不覺得這樣的聯盟會同時對我們雙方有利。"
"Diplomacy.Decline.Alliance.Weak#2";"我們的領袖決定，我們應該把我們的關係限制在互不侵犯層級。"
"Diplomacy.Decline.Alliance.Weak#3";"我們想在接下來一段時間避免戰爭，但你我結盟的話，你一定會想要我們參戰。所以我們不得不拒絕，{plr_kingdom.king}。"
"Diplomacy.Decline.Marriage.Neutral";"雖然這有利於我們之間的關係，但{offer.arg1}已經心有所屬。"
"Diplomacy.Decline.Marriage.Neutral#2";"什麼？你想要我們的{offer.arg1}和{offer.arg0}那個醜東西結婚？休想！"
"Diplomacy.Decline.Marriage.Neutral#3";"我們不接受這個聯姻。"
"Diplomacy.Decline.Marriage.Neutral#4";"很抱歉，{plr_kingdom.king}，{offer.arg0}不喜歡{offer.arg1}。"
"Diplomacy.Decline.Marriage.Neutral#5";"現在{kingdom}和{plr_kingdom}之間沒法締結王室聯姻。"
